T,P,NaCl,xH2S,yH2O,r,H2O,H2S
348.15,10,2,0.00144,0.03781,1044.3,-0.0645,-0.0267
348.15,20,2,0.00286,0.01997,1045.2,-0.1318,-0.0536
348.15,30,2,0.00421,0.0141,1046.2,-0.2022,-0.0809
348.15,40,2,0.00547,0.01122,1047.2,-0.2762,-0.1086
348.15,50,2,0.00665,0.00955,1048.1,-0.3544,-0.1365
348.15,60,2,0.00774,0.0085,1049,-0.4376,-0.1649
348.15,70,2,0.00875,0.00781,1049.8,-0.527,-0.1936
348.15,80,2,0.00967,0.00736,1050.7,-0.6239,-0.2227
348.15,90,2,0.01051,0.00708,1051.5,-0.7305,-0.2521
348.15,100,2,0.01126,0.00695,1052.3,-0.8499,-0.2819
348.15,120,2,0.01252,0.00706,1053.8,-1.1464,-0.3417
348.15,140,2,0.01345,0.00765,1055.3,-1.5166,-0.4013
348.15,160,2,0.01415,0.00853,1056.7,-1.8225,-0.4627
348.15,180,2,0.01469,0.00935,1058,-2.0422,-0.5216
348.15,200,2,0.01514,0.01004,1059.3,-2.2131,-0.5751
348.15,250,2,0.01605,0.01127,1062.4,-2.5282,-0.6845
348.15,300,2,0.01678,0.01211,1065.5,-2.7554,-0.7659
348.15,350,2,0.01741,0.01272,1068.5,-2.9319,-0.8265
348.15,400,2,0.01796,0.0132,1071.4,-3.0746,-0.8718
348.15,450,2,0.01846,0.01358,1074.3,-3.1931,-0.9051
348.15,500,2,0.01891,0.01389,1077.2,-3.2932,-0.9292
348.15,550,2,0.01933,0.01414,1080,-3.3789,-0.9456
348.15,600,2,0.01971,0.01434,1082.7,-3.4529,-0.9559
348.15,1,3,0.00023,0.3449,1075,-0.0063,-0.0027
348.15,5,3,0.00062,0.07054,1075.3,-0.0319,-0.0133
348.15,10,3,0.00127,0.03623,1075.8,-0.0645,-0.0267
348.15,20,3,0.00252,0.01914,1076.6,-0.1318,-0.0536
348.15,30,3,0.00369,0.01351,1077.5,-0.2022,-0.0809
348.15,40,3,0.00479,0.01075,1078.3,-0.2762,-0.1086
348.15,50,3,0.00581,0.00915,1079.1,-0.3544,-0.1365
348.15,60,3,0.00677,0.00815,1079.9,-0.4376,-0.1649
348.15,70,3,0.00764,0.00748,1080.7,-0.527,-0.1936
348.15,80,3,0.00844,0.00705,1081.5,-0.6239,-0.2227
348.15,90,3,0.00916,0.00678,1082.3,-0.7305,-0.2521
348.15,100,3,0.00981,0.00666,1083,-0.8499,-0.2819
348.15,120,3,0.01088,0.00676,1084.4,-1.1464,-0.3417
348.15,140,3,0.01169,0.00732,1085.8,-1.5166,-0.4013
348.15,160,3,0.01228,0.00815,1087.2,-1.8225,-0.4627
348.15,180,3,0.01274,0.00893,1088.4,-2.0422,-0.5216
348.15,200,3,0.01312,0.00957,1089.7,-2.2131,-0.5751
348.15,250,3,0.01389,0.01073,1092.8,-2.5282,-0.6845
348.15,300,3,0.01451,0.01152,1095.9,-2.7554,-0.7659
348.15,350,3,0.01504,0.01209,1098.9,-2.9319,-0.8265
348.15,400,3,0.01551,0.01254,1101.9,-3.0746,-0.8718
348.15,450,3,0.01593,0.01289,1104.8,-3.1931,-0.9051
348.15,500,3,0.01631,0.01317,1107.6,-3.2932,-0.9292
348.15,550,3,0.01665,0.01341,1110.5,-3.3789,-0.9456
348.15,600,3,0.01697,0.0136,1113.3,-3.4529,-0.9559
348.15,1,4,0.00018,0.32877,1104.9,-0.0063,-0.0027
348.15,5,4,0.00056,0.06723,1105.2,-0.0319,-0.0133
348.15,10,4,0.00114,0.03453,1105.6,-0.0645,-0.0267
348.15,20,4,0.00225,0.01824,1106.4,-0.1318,-0.0536
348.15,30,4,0.0033,0.01288,1107.2,-0.2022,-0.0809
348.15,40,4,0.00427,0.01025,1107.9,-0.2762,-0.1086
348.15,50,4,0.00518,0.00873,1108.7,-0.3544,-0.1365
348.15,60,4,0.00603,0.00777,1109.4,-0.4376,-0.1649
348.15,70,4,0.0068,0.00713,1110.2,-0.527,-0.1936
348.15,80,4,0.0075,0.00672,1110.9,-0.6239,-0.2227
348.15,90,4,0.00814,0.00647,1111.6,-0.7305,-0.2521
348.15,100,4,0.00871,0.00634,1112.3,-0.8499,-0.2819
348.15,120,4,0.00965,0.00644,1113.7,-1.1464,-0.3417
348.15,140,4,0.01036,0.00696,1115,-1.5166,-0.4013
348.15,160,4,0.01087,0.00774,1116.3,-1.8225,-0.4627
348.15,180,4,0.01128,0.00848,1117.6,-2.0422,-0.5216
348.15,200,4,0.01161,0.00908,1118.9,-2.2131,-0.5751
348.15,250,4,0.01228,0.01017,1122,-2.5282,-0.6845
348.15,300,4,0.01282,0.0109,1125.1,-2.7554,-0.7659
348.15,350,4,0.01328,0.01143,1128.1,-2.9319,-0.8265
348.15,400,4,0.01368,0.01184,1131.1,-3.0746,-0.8718
348.15,450,4,0.01404,0.01217,1134,-3.1931,-0.9051
348.15,500,4,0.01437,0.01243,1137,-3.2932,-0.9292
348.15,550,4,0.01466,0.01264,1139.8,-3.3789,-0.9456
348.15,600,4,0.01494,0.01281,1142.7,-3.4529,-0.9559
348.15,1,5,0.00014,0.31176,1133.3,-0.0063,-0.0027
348.15,5,5,0.00051,0.06375,1133.5,-0.0319,-0.0133
348.15,10,5,0.00104,0.03274,1133.9,-0.0645,-0.0267
348.15,20,5,0.00205,0.0173,1134.6,-0.1318,-0.0536
348.15,30,5,0.003,0.01221,1135.3,-0.2022,-0.0809
348.15,40,5,0.00388,0.00972,1136,-0.2762,-0.1086
348.15,50,5,0.00471,0.00828,1136.8,-0.3544,-0.1365
348.15,60,5,0.00547,0.00736,1137.5,-0.4376,-0.1649
348.15,70,5,0.00616,0.00677,1138.2,-0.527,-0.1936
348.15,80,5,0.0068,0.00637,1138.8,-0.6239,-0.2227
348.15,90,5,0.00737,0.00613,1139.5,-0.7305,-0.2521
348.15,100,5,0.00788,0.00601,1140.2,-0.8499,-0.2819
348.15,120,5,0.00873,0.0061,1141.6,-1.1464,-0.3417
348.15,140,5,0.00936,0.00659,1142.9,-1.5166,-0.4013
348.15,160,5,0.00982,0.00732,1144.2,-1.8225,-0.4627
348.15,180,5,0.01018,0.00801,1145.5,-2.0422,-0.5216
348.15,200,5,0.01048,0.00857,1146.7,-2.2131,-0.5751
348.15,250,5,0.01107,0.00957,1149.9,-2.5282,-0.6845
348.15,300,5,0.01155,0.01025,1153,-2.7554,-0.7659
348.15,350,5,0.01196,0.01074,1156.1,-2.9319,-0.8265
348.15,400,5,0.01231,0.01112,1159.1,-3.0746,-0.8718
348.15,450,5,0.01263,0.01142,1162.1,-3.1931,-0.9051
348.15,500,5,0.01292,0.01166,1165,-3.2932,-0.9292
348.15,550,5,0.01318,0.01185,1168,-3.3789,-0.9456
348.15,600,5,0.01342,0.012,1170.8,-3.4529,-0.9559
348.15,1,6,0.00012,0.29412,1160.2,-0.0063,-0.0027
348.15,5,6,0.00047,0.06014,1160.4,-0.0319,-0.0133
348.15,10,6,0.00096,0.03089,1160.8,-0.0645,-0.0267
348.15,20,6,0.0019,0.01632,1161.4,-0.1318,-0.0536
348.15,30,6,0.00277,0.01152,1162.1,-0.2022,-0.0809
348.15,40,6,0.00359,0.00917,1162.8,-0.2762,-0.1086
348.15,50,6,0.00435,0.00781,1163.5,-0.3544,-0.1365
348.15,60,6,0.00504,0.00695,1164.1,-0.4376,-0.1649
348.15,70,6,0.00568,0.00638,1164.8,-0.527,-0.1936
348.15,80,6,0.00627,0.00601,1165.5,-0.6239,-0.2227
348.15,90,6,0.00679,0.00578,1166.1,-0.7305,-0.2521
348.15,100,6,0.00726,0.00567,1166.8,-0.8499,-0.2819
348.15,120,6,0.00803,0.00575,1168.1,-1.1464,-0.3417
348.15,140,6,0.00861,0.00621,1169.4,-1.5166,-0.4013
348.15,160,6,0.00903,0.00688,1170.8,-1.8225,-0.4627
348.15,180,6,0.00936,0.00752,1172,-2.0422,-0.5216
348.15,200,6,0.00963,0.00804,1173.3,-2.2131,-0.5751
348.15,250,6,0.01017,0.00897,1176.5,-2.5282,-0.6845
348.15,300,6,0.0106,0.00959,1179.7,-2.7554,-0.7659
348.15,350,6,0.01097,0.01004,1182.8,-2.9319,-0.8265
348.15,400,6,0.01129,0.01039,1185.9,-3.0746,-0.8718
348.15,450,6,0.01158,0.01066,1188.9,-3.1931,-0.9051
348.15,500,6,0.01184,0.01087,1191.9,-3.2932,-0.9292
348.15,550,6,0.01207,0.01104,1194.9,-3.3789,-0.9456
348.15,600,6,0.01228,0.01119,1197.8,-3.4529,-0.9559
373.15,5,0,0.00071,0.2073,956.6,-0.0251,-0.0103
373.15,10,0,0.00155,0.10615,957.2,-0.0506,-0.0206
373.15,20,0,0.00321,0.05565,958.5,-0.1029,-0.0414
373.15,30,0,0.0048,0.03895,959.7,-0.157,-0.0622
373.15,40,0,0.00633,0.03071,960.9,-0.2131,-0.0831
373.15,50,0,0.00779,0.02588,962.1,-0.2714,-0.1041
373.15,60,0,0.00918,0.02276,963.2,-0.332,-0.1252
373.15,70,0,0.0105,0.02063,964.4,-0.3953,-0.1464
373.15,80,0,0.01174,0.01913,965.5,-0.4616,-0.1676
373.15,90,0,0.01291,0.01807,966.5,-0.5311,-0.1889
373.15,100,0,0.01401,0.01733,967.5,-0.6043,-0.2102
373.15,120,0,0.016,0.01654,969.5,-0.763,-0.2528
373.15,140,0,0.0177,0.01645,971.4,-0.9393,-0.295
373.15,160,0,0.01914,0.01688,973.1,-1.13,-0.3363
373.15,180,0,0.02035,0.01771,974.8,-1.3222,-0.3763
373.15,200,0,0.02139,0.01875,976.3,-1.4997,-0.4146
373.15,250,0,0.02343,0.02142,980,-1.8503,-0.4999
373.15,300,0,0.02503,0.02362,983.5,-2.1013,-0.5679
373.15,350,0,0.02636,0.02537,986.9,-2.2926,-0.6203
373.15,400,0,0.02752,0.02678,990.2,-2.4453,-0.6602
373.15,450,0,0.02856,0.02795,993.4,-2.5711,-0.6898
373.15,500,0,0.02951,0.02892,996.5,-2.6768,-0.7114
373.15,550,0,0.03037,0.02975,999.5,-2.767,-0.7262
373.15,600,0,0.03118,0.03046,1002.5,-2.8449,-0.7354
373.15,1,1,0,0.97713,990.7,-0.005,-0.0021
373.15,5,1,0.00061,0.20036,991.2,-0.0251,-0.0103
373.15,10,1,0.00134,0.10259,991.7,-0.0506,-0.0206
373.15,20,1,0.00277,0.05378,992.8,-0.1029,-0.0414
373.15,30,1,0.00414,0.03764,993.8,-0.157,-0.0622
373.15,40,1,0.00544,0.02968,994.8,-0.2131,-0.0831
373.15,50,1,0.00669,0.025,995.8,-0.2714,-0.1041
373.15,60,1,0.00787,0.02199,996.8,-0.332,-0.1252
373.15,70,1,0.00899,0.01993,997.8,-0.3953,-0.1464
373.15,80,1,0.01004,0.01848,998.7,-0.4616,-0.1676
373.15,90,1,0.01103,0.01745,999.7,-0.5311,-0.1889
373.15,100,1,0.01196,0.01673,1000.6,-0.6043,-0.2102
373.15,120,1,0.01362,0.01597,1002.3,-0.763,-0.2528
373.15,140,1,0.01505,0.01587,1004,-0.9393,-0.295
373.15,160,1,0.01625,0.01628,1005.6,-1.13,-0.3363
373.15,180,1,0.01726,0.01706,1007.1,-1.3222,-0.3763
373.15,200,1,0.01812,0.01805,1008.5,-1.4997,-0.4146
373.15,250,1,0.01981,0.02058,1012,-1.8503,-0.4999
373.15,300,1,0.02112,0.02266,1015.4,-2.1013,-0.5679
373.15,350,1,0.02221,0.02431,1018.6,-2.2926,-0.6203
373.15,400,1,0.02316,0.02564,1021.8,-2.4453,-0.6602
373.15,450,1,0.02401,0.02673,1024.9,-2.5711,-0.6898
373.15,500,1,0.02478,0.02764,1027.9,-2.6768,-0.7114
373.15,550,1,0.02548,0.02841,1030.9,-2.767,-0.7262
373.15,600,1,0.02613,0.02907,1033.8,-2.8449,-0.7354
373.15,1,2,0.00001,0.94153,1023.5,-0.005,-0.0021
373.15,5,2,0.00054,0.19297,1023.9,-0.0251,-0.0103
373.15,10,2,0.00118,0.0988,1024.3,-0.0506,-0.0206
373.15,20,2,0.00243,0.05179,1025.3,-0.1029,-0.0414
373.15,30,2,0.00362,0.03625,1026.2,-0.157,-0.0622
373.15,40,2,0.00475,0.02858,1027.1,-0.2131,-0.0831
373.15,50,2,0.00584,0.02408,1028,-0.2714,-0.1041
373.15,60,2,0.00686,0.02117,1028.8,-0.332,-0.1252
373.15,70,2,0.00783,0.01919,1029.7,-0.3953,-0.1464
373.15,80,2,0.00874,0.01779,1030.6,-0.4616,-0.1676
373.15,90,2,0.00958,0.0168,1031.4,-0.5311,-0.1889
373.15,100,2,0.01038,0.01611,1032.2,-0.6043,-0.2102
373.15,120,2,0.0118,0.01537,1033.8,-0.763,-0.2528
373.15,140,2,0.01302,0.01527,1035.3,-0.9393,-0.295
373.15,160,2,0.01404,0.01565,1036.8,-1.13,-0.3363
373.15,180,2,0.0149,0.01639,1038.2,-1.3222,-0.3763
373.15,200,2,0.01563,0.01732,1039.6,-1.4997,-0.4146
373.15,250,2,0.01706,0.01971,1043,-1.8503,-0.4999
373.15,300,2,0.01816,0.02167,1046.3,-2.1013,-0.5679
373.15,350,2,0.01908,0.02322,1049.5,-2.2926,-0.6203
373.15,400,2,0.01987,0.02446,1052.6,-2.4453,-0.6602
373.15,450,2,0.02058,0.02548,1055.6,-2.5711,-0.6898
373.15,500,2,0.02122,0.02632,1058.6,-2.6768,-0.7114
373.15,550,2,0.0218,0.02704,1061.6,-2.767,-0.7262
373.15,600,2,0.02234,0.02765,1064.5,-2.8449,-0.7354
373.15,1,3,0.00001,0.90324,1054.4,-0.005,-0.0021
373.15,5,3,0.00049,0.18503,1054.8,-0.0251,-0.0103
373.15,10,3,0.00105,0.09473,1055.2,-0.0506,-0.0206
373.15,20,3,0.00216,0.04966,1056,-0.1029,-0.0414
373.15,30,3,0.00322,0.03475,1056.9,-0.157,-0.0622
373.15,40,3,0.00422,0.0274,1057.7,-0.2131,-0.0831
373.15,50,3,0.00518,0.02309,1058.5,-0.2714,-0.1041
373.15,60,3,0.00608,0.0203,1059.3,-0.332,-0.1252
373.15,70,3,0.00693,0.0184,1060.1,-0.3953,-0.1464
373.15,80,3,0.00773,0.01706,1060.9,-0.4616,-0.1676
373.15,90,3,0.00848,0.01611,1061.6,-0.5311,-0.1889
373.15,100,3,0.00917,0.01544,1062.4,-0.6043,-0.2102
373.15,120,3,0.01042,0.01472,1063.9,-0.763,-0.2528
373.15,140,3,0.01147,0.01462,1065.3,-0.9393,-0.295
373.15,160,3,0.01236,0.01498,1066.7,-1.13,-0.3363
373.15,180,3,0.01311,0.01567,1068.1,-1.3222,-0.3763
373.15,200,3,0.01374,0.01655,1069.5,-1.4997,-0.4146
373.15,250,3,0.01498,0.01879,1072.8,-1.8503,-0.4999
373.15,300,3,0.01593,0.02063,1076,-2.1013,-0.5679
373.15,350,3,0.01671,0.02207,1079.2,-2.2926,-0.6203
373.15,400,3,0.01739,0.02323,1082.3,-2.4453,-0.6602
373.15,450,3,0.018,0.02417,1085.4,-2.5711,-0.6898
373.15,500,3,0.01854,0.02495,1088.4,-2.6768,-0.7114
373.15,550,3,0.01904,0.02561,1091.3,-2.767,-0.7262
373.15,600,3,0.01949,0.02617,1094.3,-2.8449,-0.7354
373.15,1,4,0.00001,0.86252,1083.7,-0.005,-0.0021
373.15,5,4,0.00044,0.1766,1084.1,-0.0251,-0.0103
373.15,10,4,0.00096,0.09041,1084.4,-0.0506,-0.0206
373.15,20,4,0.00196,0.04739,1085.2,-0.1029,-0.0414
373.15,30,4,0.00291,0.03317,1086,-0.157,-0.0622
373.15,40,4,0.00382,0.02615,1086.7,-0.2131,-0.0831
373.15,50,4,0.00467,0.02203,1087.5,-0.2714,-0.1041
373.15,60,4,0.00548,0.01937,1088.2,-0.332,-0.1252
373.15,70,4,0.00624,0.01756,1089,-0.3953,-0.1464
373.15,80,4,0.00696,0.01628,1089.7,-0.4616,-0.1676
373.15,90,4,0.00763,0.01537,1090.4,-0.5311,-0.1889
373.15,100,4,0.00825,0.01473,1091.2,-0.6043,-0.2102
373.15,120,4,0.00935,0.01404,1092.6,-0.763,-0.2528
373.15,140,4,0.01029,0.01394,1094,-0.9393,-0.295
373.15,160,4,0.01108,0.01427,1095.4,-1.13,-0.3363
373.15,180,4,0.01174,0.01492,1096.7,-1.3222,-0.3763
373.15,200,4,0.0123,0.01574,1098.1,-1.4997,-0.4146
373.15,250,4,0.01339,0.01783,1101.4,-1.8503,-0.4999
373.15,300,4,0.01423,0.01954,1104.6,-2.1013,-0.5679
373.15,350,4,0.01492,0.02088,1107.8,-2.2926,-0.6203
373.15,400,4,0.01552,0.02194,1110.9,-2.4453,-0.6602
373.15,450,4,0.01605,0.02281,1114,-2.5711,-0.6898
373.15,500,4,0.01652,0.02353,1117,-2.6768,-0.7114
373.15,550,4,0.01695,0.02414,1120,-2.767,-0.7262
373.15,600,4,0.01735,0.02465,1122.9,-2.8449,-0.7354
373.15,1,5,0.00002,0.81985,1111.5,-0.005,-0.0021
373.15,5,5,0.00041,0.16778,1111.8,-0.0251,-0.0103
373.15,10,5,0.00088,0.08589,1112.2,-0.0506,-0.0206
373.15,20,5,0.0018,0.04502,1112.9,-0.1029,-0.0414
373.15,30,5,0.00267,0.03151,1113.6,-0.157,-0.0622
373.15,40,5,0.0035,0.02484,1114.3,-0.2131,-0.0831
373.15,50,5,0.00429,0.02093,1115,-0.2714,-0.1041
373.15,60,5,0.00502,0.0184,1115.7,-0.332,-0.1252
373.15,70,5,0.00572,0.01668,1116.4,-0.3953,-0.1464
373.15,80,5,0.00637,0.01546,1117.1,-0.4616,-0.1676
373.15,90,5,0.00698,0.0146,1117.8,-0.5311,-0.1889
373.15,100,5,0.00754,0.01399,1118.5,-0.6043,-0.2102
373.15,120,5,0.00855,0.01333,1119.9,-0.763,-0.2528
373.15,140,5,0.00939,0.01322,1121.3,-0.9393,-0.295
373.15,160,5,0.01011,0.01353,1122.7,-1.13,-0.3363
373.15,180,5,0.01071,0.01413,1124,-1.3222,-0.3763
373.15,200,5,0.01121,0.01489,1125.4,-1.4997,-0.4146
373.15,250,5,0.01219,0.01683,1128.6,-1.8503,-0.4999
373.15,300,5,0.01294,0.01842,1131.9,-2.1013,-0.5679
373.15,350,5,0.01356,0.01965,1135.1,-2.2926,-0.6203
373.15,400,5,0.0141,0.02063,1138.2,-2.4453,-0.6602
373.15,450,5,0.01457,0.02143,1141.3,-2.5711,-0.6898
373.15,500,5,0.01499,0.02208,1144.4,-2.6768,-0.7114
373.15,550,5,0.01538,0.02263,1147.4,-2.767,-0.7262
373.15,600,5,0.01573,0.0231,1150.4,-2.8449,-0.7354
373.15,1,6,0.00002,0.77579,1137.9,-0.005,-0.0021
373.15,5,6,0.00039,0.15868,1138.1,-0.0251,-0.0103
373.15,10,6,0.00083,0.08123,1138.5,-0.0506,-0.0206
373.15,20,6,0.00168,0.04258,1139.2,-0.1029,-0.0414
373.15,30,6,0.00249,0.0298,1139.8,-0.157,-0.0622
373.15,40,6,0.00326,0.0235,1140.5,-0.2131,-0.0831
373.15,50,6,0.00399,0.01979,1141.2,-0.2714,-0.1041
373.15,60,6,0.00467,0.0174,1141.9,-0.332,-0.1252
373.15,70,6,0.00532,0.01577,1142.6,-0.3953,-0.1464
373.15,80,6,0.00592,0.01462,1143.3,-0.4616,-0.1676
373.15,90,6,0.00648,0.0138,1144,-0.5311,-0.1889
373.15,100,6,0.007,0.01322,1144.6,-0.6043,-0.2102
373.15,120,6,0.00793,0.0126,1146,-0.763,-0.2528
373.15,140,6,0.00871,0.01249,1147.4,-0.9393,-0.295
373.15,160,6,0.00937,0.01277,1148.7,-1.13,-0.3363
373.15,180,6,0.00992,0.01332,1150.1,-1.3222,-0.3763
373.15,200,6,0.01038,0.01403,1151.4,-1.4997,-0.4146
373.15,250,6,0.01128,0.01582,1154.7,-1.8503,-0.4999
373.15,300,6,0.01197,0.01728,1158,-2.1013,-0.5679
373.15,350,6,0.01254,0.01841,1161.2,-2.2926,-0.6203
373.15,400,6,0.01303,0.0193,1164.4,-2.4453,-0.6602
373.15,450,6,0.01346,0.02003,1167.5,-2.5711,-0.6898
373.15,500,6,0.01384,0.02063,1170.7,-2.6768,-0.7114
373.15,550,6,0.01419,0.02112,1173.7,-2.767,-0.7262
373.15,600,6,0.01451,0.02154,1176.8,-2.8449,-0.7354
