T,P,NaCl,xH2S,yH2O,r,H2O,H2S
348.15,5,2,0.00261,0.07374,1043.15,-0.0358,-0.0227
348.15,10,2,0.00538,0.03796,1042.99,-0.0728,-0.0458
348.15,20,2,0.0108,0.02019,1042.69,-0.1505,-0.0932
348.15,30,2,0.016,0.01439,1042.42,-0.2347,-0.1425
348.15,40,2,0.02088,0.01163,1042.19,-0.3279,-0.1941
348.15,50,2,0.02534,0.01013,1042.03,-0.4356,-0.2488
348.15,60,2,0.0275,0.00939,1041.96,-0.5752,-0.3078
348.15,70,2,0.02814,0.03223,1042.76,-2.0749,-0.4478
348.15,80,2,0.02835,0.03293,1043.33,-2.2153,-0.5627
348.15,90,2,0.02856,0.03356,1043.91,-2.3388,-0.662
348.15,100,2,0.02877,0.03415,1044.48,-2.4488,-0.7492
348.15,120,2,0.02916,0.03519,1045.62,-2.638,-0.8959
348.15,140,2,0.02953,0.03611,1046.76,-2.7964,-1.0153
348.15,160,2,0.02988,0.03693,1047.89,-2.9322,-1.1146
348.15,180,2,0.03022,0.03767,1049.02,-3.0506,-1.1988
348.15,200,2,0.03055,0.03835,1050.15,-3.1553,-1.2711
348.15,250,2,0.03133,0.03984,1052.95,-3.3725,-1.4135
348.15,300,2,0.03205,0.04109,1055.72,-3.5442,-1.5174
348.15,350,2,0.03273,0.04216,1058.47,-3.6844,-1.595
348.15,400,2,0.03337,0.04311,1061.18,-3.8016,-1.6537
348.15,450,2,0.03397,0.04394,1063.86,-3.9011,-1.698
348.15,500,2,0.03455,0.04469,1066.52,-3.9868,-1.7311
348.15,550,2,0.0351,0.04537,1069.15,-4.0611,-1.7552
348.15,600,2,0.03563,0.04598,1071.74,-4.1262,-1.7721
348.15,1,3,0.00046,0.34492,1074.87,-0.0071,-0.0045
348.15,5,3,0.00233,0.07065,1074.71,-0.0358,-0.0227
348.15,10,3,0.0048,0.03638,1074.49,-0.0728,-0.0458
348.15,20,3,0.00959,0.01935,1074.06,-0.1505,-0.0932
348.15,30,3,0.01414,0.0138,1073.68,-0.2347,-0.1425
348.15,40,3,0.01839,0.01115,1073.36,-0.3279,-0.1941
348.15,50,3,0.02223,0.00972,1073.13,-0.4356,-0.2488
348.15,60,3,0.024,0.00901,1073.02,-0.5752,-0.3078
348.15,70,3,0.02465,0.03046,1073.84,-2.0749,-0.4478
348.15,80,3,0.02484,0.03111,1074.42,-2.2153,-0.5627
348.15,90,3,0.02502,0.0317,1075,-2.3388,-0.662
348.15,100,3,0.0252,0.03224,1075.59,-2.4488,-0.7492
348.15,120,3,0.02553,0.03322,1076.75,-2.638,-0.8959
348.15,140,3,0.02585,0.03407,1077.9,-2.7964,-1.0153
348.15,160,3,0.02616,0.03483,1079.06,-2.9322,-1.1146
348.15,180,3,0.02645,0.03552,1080.21,-3.0506,-1.1988
348.15,200,3,0.02674,0.03615,1081.36,-3.1553,-1.2711
348.15,250,3,0.0274,0.03752,1084.21,-3.3725,-1.4135
348.15,300,3,0.02802,0.03867,1087.03,-3.5442,-1.5174
348.15,350,3,0.02861,0.03966,1089.83,-3.6844,-1.595
348.15,400,3,0.02916,0.04052,1092.59,-3.8016,-1.6537
348.15,450,3,0.02968,0.04128,1095.33,-3.9011,-1.698
348.15,500,3,0.03018,0.04197,1098.04,-3.9868,-1.7311
348.15,550,3,0.03065,0.04258,1100.71,-4.0611,-1.7552
348.15,600,3,0.03111,0.04314,1103.36,-4.1262,-1.7721
348.15,1,4,0.0004,0.32879,1104.78,-0.0071,-0.0045
348.15,5,4,0.00212,0.06735,1104.59,-0.0358,-0.0227
348.15,10,4,0.00435,0.03469,1104.32,-0.0728,-0.0458
348.15,20,4,0.00866,0.01846,1103.81,-0.1505,-0.0932
348.15,30,4,0.01272,0.01317,1103.37,-0.2347,-0.1425
348.15,40,4,0.01649,0.01064,1103,-0.3279,-0.1941
348.15,50,4,0.01988,0.00928,1102.73,-0.4356,-0.2488
348.15,60,4,0.0215,0.0086,1102.6,-0.5752,-0.3078
348.15,70,4,0.02202,0.02862,1103.44,-2.0749,-0.4478
348.15,80,4,0.02219,0.02922,1104.03,-2.2153,-0.5627
348.15,90,4,0.02235,0.02977,1104.62,-2.3388,-0.662
348.15,100,4,0.02251,0.03028,1105.21,-2.4488,-0.7492
348.15,120,4,0.0228,0.03117,1106.4,-2.638,-0.8959
348.15,140,4,0.02308,0.03196,1107.58,-2.7964,-1.0153
348.15,160,4,0.02336,0.03266,1108.76,-2.9322,-1.1146
348.15,180,4,0.02361,0.0333,1109.93,-3.0506,-1.1988
348.15,200,4,0.02386,0.03387,1111.1,-3.1553,-1.2711
348.15,250,4,0.02445,0.03513,1114.01,-3.3725,-1.4135
348.15,300,4,0.025,0.03618,1116.89,-3.5442,-1.5174
348.15,350,4,0.02551,0.03708,1119.75,-3.6844,-1.595
348.15,400,4,0.026,0.03787,1122.57,-3.8016,-1.6537
348.15,450,4,0.02646,0.03856,1125.36,-3.9011,-1.698
348.15,500,4,0.0269,0.03918,1128.13,-3.9868,-1.7311
348.15,550,4,0.02732,0.03974,1130.86,-4.0611,-1.7552
348.15,600,4,0.02772,0.04024,1133.57,-4.1262,-1.7721
348.15,1,5,0.00035,0.31179,1133.13,-0.0071,-0.0045
348.15,5,5,0.00196,0.06387,1132.9,-0.0358,-0.0227
348.15,10,5,0.004,0.0329,1132.6,-0.0728,-0.0458
348.15,20,5,0.00794,0.01751,1132.05,-0.1505,-0.0932
348.15,30,5,0.01164,0.0125,1131.56,-0.2347,-0.1425
348.15,40,5,0.01505,0.0101,1131.17,-0.3279,-0.1941
348.15,50,5,0.01809,0.00881,1130.88,-0.4356,-0.2488
348.15,60,5,0.0198,0.00817,1130.73,-0.5752,-0.3078
348.15,70,5,0.02004,0.02674,1131.58,-2.0749,-0.4478
348.15,80,5,0.02019,0.02729,1132.19,-2.2153,-0.5627
348.15,90,5,0.02034,0.0278,1132.79,-2.3388,-0.662
348.15,100,5,0.02048,0.02826,1133.4,-2.4488,-0.7492
348.15,120,5,0.02075,0.02909,1134.61,-2.638,-0.8959
348.15,140,5,0.021,0.02981,1135.81,-2.7964,-1.0153
348.15,160,5,0.02125,0.03046,1137.01,-2.9322,-1.1146
348.15,180,5,0.02148,0.03104,1138.21,-3.0506,-1.1988
348.15,200,5,0.0217,0.03156,1139.41,-3.1553,-1.2711
348.15,250,5,0.02224,0.03271,1142.38,-3.3725,-1.4135
348.15,300,5,0.02273,0.03366,1145.32,-3.5442,-1.5174
348.15,350,5,0.02319,0.03448,1148.23,-3.6844,-1.595
348.15,400,5,0.02363,0.03519,1151.12,-3.8016,-1.6537
348.15,450,5,0.02404,0.03581,1153.97,-3.9011,-1.698
348.15,500,5,0.02444,0.03637,1156.8,-3.9868,-1.7311
348.15,550,5,0.02482,0.03687,1159.6,-4.0611,-1.7552
348.15,600,5,0.02518,0.03732,1162.36,-4.1262,-1.7721
348.15,1,6,0.00032,0.29416,1160.04,-0.0071,-0.0045
348.15,5,6,0.00184,0.06026,1159.79,-0.0358,-0.0227
348.15,10,6,0.00374,0.03105,1159.46,-0.0728,-0.0458
348.15,20,6,0.009,0.01653,1158.87,-0.1505,-0.0932
348.15,30,6,0.01082,0.0118,1158.35,-0.2347,-0.1425
348.15,40,6,0.01396,0.00954,1157.94,-0.3279,-0.1941
348.15,50,6,0.01675,0.00832,1157.64,-0.4356,-0.2488
348.15,60,6,0.0183,0.00771,1157.49,-0.5752,-0.3078
348.15,70,6,0.01856,0.02484,1158.35,-2.0749,-0.4478
348.15,80,6,0.0187,0.02536,1158.97,-2.2153,-0.5627
348.15,90,6,0.01883,0.02582,1159.58,-2.3388,-0.662
348.15,100,6,0.01896,0.02625,1160.2,-2.4488,-0.7492
348.15,120,6,0.01921,0.027,1161.43,-2.638,-0.8959
348.15,140,6,0.01944,0.02766,1162.66,-2.7964,-1.0153
348.15,160,6,0.01967,0.02825,1163.89,-2.9322,-1.1146
348.15,180,6,0.01988,0.02877,1165.11,-3.0506,-1.1988
348.15,200,6,0.02009,0.02925,1166.33,-3.1553,-1.2711
348.15,250,6,0.02058,0.03029,1169.36,-3.3725,-1.4135
348.15,300,6,0.02103,0.03115,1172.37,-3.5442,-1.5174
348.15,350,6,0.02146,0.03188,1175.34,-3.6844,-1.595
348.15,400,6,0.02186,0.03252,1178.29,-3.8016,-1.6537
348.15,450,6,0.02224,0.03308,1181.2,-3.9011,-1.698
348.15,500,6,0.02261,0.03358,1184.09,-3.9868,-1.7311
348.15,550,6,0.02296,0.03403,1186.95,-4.0611,-1.7552
348.15,600,6,0.02329,0.03443,1189.77,-4.1262,-1.7721
373.15,5,0,0.00239,0.20737,956.14,-0.0279,-0.0183
373.15,10,0,0.00535,0.10633,956.24,-0.0565,-0.0368
373.15,20,0,0.01125,0.05596,956.42,-0.116,-0.0744
373.15,30,0,0.01707,0.0394,956.59,-0.1791,-0.1131
373.15,40,0,0.02274,0.03134,956.75,-0.2468,-0.1529
373.15,50,0,0.02822,0.02674,956.91,-0.3205,-0.1941
373.15,60,0,0.0334,0.02394,957.08,-0.4026,-0.237
373.15,70,0,0.03819,0.02231,957.26,-0.4986,-0.282
373.15,80,0,0.04238,0.0217,957.5,-0.6257,-0.3297
373.15,90,0,0.0441,0.05101,957.95,-1.5755,-0.3777
373.15,100,0,0.04461,0.05364,958.53,-1.7042,-0.4616
373.15,120,0,0.04554,0.05758,959.67,-1.9179,-0.6034
373.15,140,0,0.04639,0.0606,960.82,-2.0922,-0.7193
373.15,160,0,0.04718,0.0631,961.97,-2.2394,-0.8161
373.15,180,0,0.04792,0.06526,963.12,-2.3664,-0.8983
373.15,200,0,0.04863,0.06716,964.26,-2.4779,-0.9691
373.15,250,0,0.05027,0.07115,967.12,-2.7073,-1.1089
373.15,300,0,0.05176,0.0744,969.94,-2.8873,-1.2114
373.15,350,0,0.05315,0.07715,972.75,-3.0337,-1.2885
373.15,400,0,0.05445,0.07953,975.52,-3.1557,-1.3472
373.15,450,0,0.05568,0.08163,978.26,-3.2593,-1.3919
373.15,500,0,0.05685,0.0835,980.98,-3.3484,-1.4257
373.15,550,0,0.05796,0.08518,983.66,-3.4258,-1.4509
373.15,600,0,0.05902,0.08671,986.32,-3.4936,-1.469
373.15,1,1,0.00001,0.97712,990.72,-0.0055,-0.0036
373.15,5,1,0.00209,0.20044,990.7,-0.0279,-0.0183
373.15,10,1,0.00465,0.10277,990.67,-0.0565,-0.0368
373.15,20,1,0.00973,0.05409,990.61,-0.116,-0.0744
373.15,30,1,0.01469,0.03808,990.55,-0.1791,-0.1131
373.15,40,1,0.01948,0.03029,990.5,-0.2468,-0.1529
373.15,50,1,0.02405,0.02584,990.47,-0.3205,-0.1941
373.15,60,1,0.02834,0.02314,990.48,-0.4026,-0.237
373.15,70,1,0.03226,0.02156,990.54,-0.4986,-0.282
373.15,80,1,0.03566,0.02096,990.66,-0.6257,-0.3297
373.15,90,1,0.03709,0.04842,991.08,-1.5755,-0.3777
373.15,100,1,0.03751,0.05094,991.64,-1.7042,-0.4616
373.15,120,1,0.03827,0.05466,992.78,-1.9179,-0.6034
373.15,140,1,0.03896,0.0575,993.92,-2.0922,-0.7193
373.15,160,1,0.03961,0.05984,995.07,-2.2394,-0.8161
373.15,180,1,0.04021,0.06185,996.21,-2.3664,-0.8983
373.15,200,1,0.04078,0.06362,997.35,-2.4779,-0.9691
373.15,250,1,0.04211,0.06732,1000.2,-2.7073,-1.1089
373.15,300,1,0.04332,0.07031,1003.02,-2.8873,-1.2114
373.15,350,1,0.04444,0.07283,1005.82,-3.0337,-1.2885
373.15,400,1,0.04549,0.07501,1008.59,-3.1557,-1.3472
373.15,450,1,0.04648,0.07692,1011.33,-3.2593,-1.3919
373.15,500,1,0.04742,0.07862,1014.05,-3.3484,-1.4257
373.15,550,1,0.04831,0.08015,1016.73,-3.4258,-1.4509
373.15,600,1,0.04917,0.08154,1019.39,-3.4936,-1.469
373.15,1,2,0.00003,0.94151,1023.48,-0.0055,-0.0036
373.15,5,2,0.00185,0.19306,1023.39,-0.0279,-0.0183
373.15,10,2,0.0041,0.09899,1023.28,-0.0565,-0.0368
373.15,20,2,0.00853,0.05211,1023.06,-0.116,-0.0744
373.15,30,2,0.01282,0.03669,1022.87,-0.1791,-0.1131
373.15,40,2,0.01694,0.02919,1022.7,-0.2468,-0.1529
373.15,50,2,0.02083,0.0249,1022.58,-0.3205,-0.1941
373.15,60,2,0.02446,0.0223,1022.5,-0.4026,-0.237
373.15,70,2,0.02773,0.02077,1022.49,-0.4986,-0.282
373.15,80,2,0.03055,0.0202,1022.56,-0.6257,-0.3297
373.15,90,2,0.03178,0.04584,1022.96,-1.5755,-0.3777
373.15,100,2,0.03213,0.04824,1023.52,-1.7042,-0.4616
373.15,120,2,0.03277,0.05175,1024.67,-1.9179,-0.6034
373.15,140,2,0.03335,0.05441,1025.82,-2.0922,-0.7193
373.15,160,2,0.03389,0.0566,1026.97,-2.2394,-0.8161
373.15,180,2,0.03439,0.05847,1028.13,-2.3664,-0.8983
373.15,200,2,0.03487,0.06011,1029.28,-2.4779,-0.9691
373.15,250,2,0.03597,0.06354,1032.15,-2.7073,-1.1089
373.15,300,2,0.03698,0.0663,1035,-2.8873,-1.2114
373.15,350,2,0.03791,0.06861,1037.82,-3.0337,-1.2885
373.15,400,2,0.03878,0.0706,1040.62,-3.1557,-1.3472
373.15,450,2,0.0396,0.07234,1043.39,-3.2593,-1.3919
373.15,500,2,0.04038,0.07389,1046.13,-3.3484,-1.4257
373.15,550,2,0.04112,0.07528,1048.85,-3.4258,-1.4509
373.15,600,2,0.04182,0.07653,1051.53,-3.4936,-1.469
373.15,1,3,0.00004,0.90321,1054.43,-0.0055,-0.0036
373.15,5,3,0.00167,0.18514,1054.3,-0.0279,-0.0183
373.15,10,3,0.00367,0.09493,1054.14,-0.0565,-0.0368
373.15,20,3,0.00759,0.04998,1053.84,-0.116,-0.0744
373.15,30,3,0.01137,0.0352,1053.56,-0.1791,-0.1131
373.15,40,3,0.01497,0.02801,1053.33,-0.2468,-0.1529
373.15,50,3,0.01836,0.0239,1053.15,-0.3205,-0.1941
373.15,60,3,0.02148,0.0214,1053.03,-0.4026,-0.237
373.15,70,3,0.02429,0.01994,1052.99,-0.4986,-0.282
373.15,80,3,0.02669,0.01938,1053.05,-0.6257,-0.3297
373.15,90,3,0.02777,0.0432,1053.43,-1.5755,-0.3777
373.15,100,3,0.02807,0.04548,1054.01,-1.7042,-0.4616
373.15,120,3,0.02862,0.04878,1055.17,-1.9179,-0.6034
373.15,140,3,0.02912,0.05127,1056.34,-2.0922,-0.7193
373.15,160,3,0.02958,0.0533,1057.51,-2.2394,-0.8161
373.15,180,3,0.03001,0.05504,1058.68,-2.3664,-0.8983
373.15,200,3,0.03042,0.05655,1059.85,-2.4779,-0.9691
373.15,250,3,0.03136,0.05971,1062.76,-2.7073,-1.1089
373.15,300,3,0.03222,0.06224,1065.66,-2.8873,-1.2114
373.15,350,3,0.03302,0.06435,1068.52,-3.0337,-1.2885
373.15,400,3,0.03376,0.06617,1071.37,-3.1557,-1.3472
373.15,450,3,0.03446,0.06775,1074.18,-3.2593,-1.3919
373.15,500,3,0.03512,0.06915,1076.97,-3.3484,-1.4257
373.15,550,3,0.03575,0.0704,1079.72,-3.4258,-1.4509
373.15,600,3,0.03635,0.07154,1082.45,-3.4936,-1.469
373.15,1,4,0.00005,0.86249,1083.73,-0.0055,-0.0036
373.15,5,4,0.00153,0.17672,1083.57,-0.0279,-0.0183
373.15,10,4,0.00333,0.09062,1083.38,-0.0565,-0.0368
373.15,20,4,0.00687,0.04772,1083.02,-0.116,-0.0744
373.15,30,4,0.01025,0.03362,1082.7,-0.1791,-0.1131
373.15,40,4,0.01345,0.02675,1082.43,-0.2468,-0.1529
373.15,50,4,0.01645,0.02283,1082.23,-0.3205,-0.1941
373.15,60,4,0.0192,0.02045,1082.09,-0.4026,-0.237
373.15,70,4,0.02166,0.01905,1082.04,-0.4986,-0.282
373.15,80,4,0.02375,0.01851,1082.1,-0.6257,-0.3297
373.15,90,4,0.02472,0.04051,1082.48,-1.5755,-0.3777
373.15,100,4,0.02499,0.04267,1083.06,-1.7042,-0.4616
373.15,120,4,0.02547,0.04576,1084.25,-1.9179,-0.6034
373.15,140,4,0.02591,0.04807,1085.44,-2.0922,-0.7193
373.15,160,4,0.02631,0.04995,1086.63,-2.2394,-0.8161
373.15,180,4,0.02669,0.05155,1087.82,-2.3664,-0.8983
373.15,200,4,0.02705,0.05295,1089.01,-2.4779,-0.9691
373.15,250,4,0.02788,0.05584,1091.98,-2.7073,-1.1089
373.15,300,4,0.02863,0.05815,1094.93,-2.8873,-1.2114
373.15,350,4,0.02933,0.06007,1097.85,-3.0337,-1.2885
373.15,400,4,0.02998,0.06171,1100.75,-3.1557,-1.3472
373.15,450,4,0.03059,0.06315,1103.62,-3.2593,-1.3919
373.15,500,4,0.03116,0.06441,1106.45,-3.3484,-1.4257
373.15,550,4,0.03171,0.06554,1109.26,-3.4258,-1.4509
373.15,600,4,0.03224,0.06655,1112.04,-3.4936,-1.469
373.15,1,5,0.00006,0.81982,1111.48,-0.0055,-0.0036
373.15,5,5,0.00142,0.16792,1111.31,-0.0279,-0.0183
373.15,10,5,0.00307,0.08611,1111.1,-0.0565,-0.0368
373.15,20,5,0.0063,0.04536,1110.71,-0.116,-0.0744
373.15,30,5,0.00938,0.03196,1110.36,-0.1791,-0.1131
373.15,40,5,0.01228,0.02544,1110.08,-0.2468,-0.1529
373.15,50,5,0.01498,0.02171,1109.86,-0.3205,-0.1941
373.15,60,5,0.01745,0.01945,1109.72,-0.4026,-0.237
373.15,70,5,0.01965,0.01812,1109.67,-0.4986,-0.282
373.15,80,5,0.02151,0.0176,1109.73,-0.6257,-0.3297
373.15,90,5,0.0224,0.0378,1110.12,-1.5755,-0.3777
373.15,100,5,0.02265,0.03984,1110.71,-1.7042,-0.4616
373.15,120,5,0.02308,0.04272,1111.92,-1.9179,-0.6034
373.15,140,5,0.02347,0.04486,1113.13,-2.0922,-0.7193
373.15,160,5,0.02384,0.04659,1114.35,-2.2394,-0.8161
373.15,180,5,0.02418,0.04806,1115.56,-2.3664,-0.8983
373.15,200,5,0.0245,0.04933,1116.78,-2.4779,-0.9691
373.15,250,5,0.02524,0.05197,1119.81,-2.7073,-1.1089
373.15,300,5,0.02591,0.05407,1122.81,-2.8873,-1.2114
373.15,350,5,0.02653,0.05581,1125.8,-3.0337,-1.2885
373.15,400,5,0.02711,0.05729,1128.75,-3.1557,-1.3472
373.15,450,5,0.02766,0.05858,1131.68,-3.2593,-1.3919
373.15,500,5,0.02818,0.05971,1134.58,-3.3484,-1.4257
373.15,550,5,0.02867,0.06072,1137.45,-3.4258,-1.4509
373.15,600,5,0.02913,0.06163,1140.28,-3.4936,-1.469
373.15,1,6,0.00007,0.77576,1137.82,-0.0055,-0.0036
373.15,5,6,0.00133,0.15884,1137.64,-0.0279,-0.0183
373.15,10,6,0.00287,0.08146,1137.41,-0.0565,-0.0368
373.15,20,6,0.00587,0.04292,1137,-0.116,-0.0744
373.15,30,6,0.00871,0.03024,1136.64,-0.1791,-0.1131
373.15,40,6,0.01138,0.02408,1136.35,-0.2468,-0.1529
373.15,50,6,0.01386,0.02055,1136.13,-0.3205,-0.1941
373.15,60,6,0.01611,0.01841,1135.99,-0.4026,-0.237
373.15,70,6,0.01811,0.01715,1135.95,-0.4986,-0.282
373.15,80,6,0.0198,0.01666,1136.02,-0.6257,-0.3297
373.15,90,6,0.02064,0.03512,1136.4,-1.5755,-0.3777
373.15,100,6,0.02086,0.03703,1137.01,-1.7042,-0.4616
373.15,120,6,0.02126,0.0397,1138.24,-1.9179,-0.6034
373.15,140,6,0.02162,0.04167,1139.48,-2.0922,-0.7193
373.15,160,6,0.02196,0.04326,1140.72,-2.2394,-0.8161
373.15,180,6,0.02227,0.0446,1141.96,-2.3664,-0.8983
373.15,200,6,0.02256,0.04576,1143.2,-2.4779,-0.9691
373.15,250,6,0.02324,0.04816,1146.29,-2.7073,-1.1089
373.15,300,6,0.02385,0.05005,1149.36,-2.8873,-1.2114
373.15,350,6,0.02442,0.05162,1152.4,-3.0337,-1.2885
373.15,400,6,0.02495,0.05295,1155.42,-3.1557,-1.3472
373.15,450,6,0.02545,0.05411,1158.4,-3.2593,-1.3919
373.15,500,6,0.02592,0.05512,1161.36,-3.3484,-1.4257
373.15,550,6,0.02637,0.05602,1164.29,-3.4258,-1.4509
373.15,600,6,0.02679,0.05683,1167.19,-3.4936,-1.469
